condition mid, random seed 482119
timestamp, left_pos_x, left_pos_y, left_pos_z, left_quat_x, left_quat_y, left_quat_z, left_quat_w, right_pos_x, right_pos_y, right_pos_z, right_quat_x, right_quat_y, right_quat_z, right_quat_w, head_pos_x, head_pos_y, head_pos_z, head_quat_x, head_quat_y, head_quat_z, head_quat_w, marker_pos_x, marker_pos_y, marker_pos_z, marker_quat_x, marker_quat_y, marker_quat_z, marker_quat_w
968.7047, 0, 0, 0, 0, 0, 0, 1, 0.09224367, 0.7433102, 0.3432118, -0.02243237, -0.03134823, 0.001595186, 0.9992555, -0.02674937, 1.167451, -0.0182376, 0.0803171, 0.03254138, 0.01574592, 0.9961137, 0.09694478, 0.7486989, 0.4266082, 0.2779691, 0.6280696, 0.2970261, 0.6633532
972.7283, 0, 0, 0, 0, 0, 0, 1, 0.09118152, 0.8634966, 0.2243954, -0.3338537, -0.04683482, -0.02074078, 0.9412322, -0.004669547, 1.173215, -0.03290585, 0.04150546, 0.1072925, -0.004048669, 0.9933525, 0.09500397, 0.9170668, 0.2885961, 0.0715484, 0.6679975, 0.07029705, 0.7373728
972.7424, 0, 0, 0, 0, 0, 0, 1, 0.09115601, 0.8635551, 0.2243859, -0.3339643, -0.04691303, -0.02060001, 0.9411922, -0.004710793, 1.173233, -0.03296512, 0.04152102, 0.1072809, -0.004013496, 0.9933533, 0.09495874, 0.9171425, 0.2885733, 0.07135198, 0.6679979, 0.07032751, 0.7373885
972.7565, 0, 0, 0, 0, 0, 0, 1, 0.09113193, 0.8636558, 0.2243819, -0.3341163, -0.04697518, -0.02049101, 0.9411375, -0.004751801, 1.17326, -0.033023, 0.04158381, 0.1072637, -0.003988654, 0.9933527, 0.09491956, 0.9172657, 0.2885514, 0.07114986, 0.668002, 0.07030188, 0.7374068
972.7702, 0, 0, 0, 0, 0, 0, 1, 0.09112525, 0.8637595, 0.2243809, -0.3342744, -0.04705834, -0.02054659, 0.941076, -0.004776835, 1.173281, -0.0330741, 0.04155432, 0.1072373, -0.003975819, 0.9933568, 0.09490407, 0.9173907, 0.2885332, 0.07104111, 0.6679403, 0.07017173, 0.7374855
972.7841, 0, 0, 0, 0, 0, 0, 1, 0.09113371, 0.8638678, 0.2243771, -0.3344153, -0.046992, -0.02052184, 0.9410297, -0.004789352, 1.173303, -0.03313136, 0.04150763, 0.1072408, -0.003963602, 0.9933584, 0.09492239, 0.9175179, 0.2885129, 0.07094136, 0.6680029, 0.0700631, 0.7374488
972.798, 0, 0, 0, 0, 0, 0, 1, 0.09116125, 0.8641564, 0.2242503, -0.3352387, -0.0468631, -0.02044632, 0.9407449, -0.004807472, 1.173329, -0.03318314, 0.04150724, 0.1072972, -0.003936742, 0.9933524, 0.09497094, 0.9179181, 0.2882914, 0.07032059, 0.6681733, 0.06945837, 0.7374113
972.8119, 0, 0, 0, 0, 0, 0, 1, 0.0911901, 0.8645042, 0.2240561, -0.3363811, -0.04664509, -0.02032964, 0.9403504, -0.004826546, 1.173331, -0.03324792, 0.04145455, 0.1073249, -0.003883408, 0.9933518, 0.09503434, 0.9184201, 0.2879653, 0.06946376, 0.6684385, 0.0686153, 0.7373309
972.8258, 0, 0, 0, 0, 0, 0, 1, 0.09112108, 0.8647385, 0.2239149, -0.3371195, -0.04692069, -0.02021245, 0.9400747, -0.00484097, 1.173308, -0.03331558, 0.04141061, 0.1074208, -0.003954121, 0.9933431, 0.09491995, 0.9187577, 0.2877396, 0.06875139, 0.6683439, 0.06821692, 0.7375203
972.8397, 0, 0, 0, 0, 0, 0, 1, 0.0910722, 0.8650209, 0.2238046, -0.3375643, -0.04701355, -0.01995435, 0.939916, -0.004861951, 1.173292, -0.03338797, 0.04142028, 0.1074793, -0.003979042, 0.9933362, 0.09484422, 0.919104, 0.2875768, 0.06822634, 0.6683951, 0.06807657, 0.7375358
